Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received,Rule ID,HitCount
60868,80,60868,80,allow,5973,779,5194,17,16,9,8,14559,1
50950,80,33535,80,allow,942,527,415,11,342,6,5,14560,1
64290,53,4374,53,allow,196,102,94,2,30,1,1,14153,4
65065,53,58024,53,allow,209,110,99,2,30,1,1,8376,2
63241,443,59120,443,allow,5248,2550,2698,21,178,10,11,14561,1
36821,443,62805,443,allow,6164,3172,2992,28,141,12,16,14562,2
36674,443,40100,443,allow,11882,3450,8432,39,120,19,20,14563,1
57470,6969,5895,6969,allow,132,132,0,3,1199,3,0,14564,3
46031,443,52828,443,allow,12395,2182,10213,21,122,10,11,14565,1
61546,443,4493,443,allow,208,60,148,4,13,2,2,14566,1
53225,443,9099,443,allow,6597,1798,4799,28,80,12,16,14567,2
50348,80,25254,80,allow,4929,2773,2156,17,42,9,8,14568,1
53841,8999,55229,8999,allow,70,70,0,2,8,2,0,12967,2
52867,443,11328,443,allow,15730,2196,13534,32,436,17,15,14569,1
62311,443,64602,443,allow,598,598,0,8,41,8,0,14570,2
52056,50328,8366,50328,allow,70,70,0,1,5,1,0,11896,2
50344,80,51584,80,allow,3132,730,2402,13,42,7,6,14571,1
50216,443,23002,443,allow,6796,1796,5000,26,257,14,12,14572,2
49690,53,46468,53,allow,198,94,104,2,30,1,1,14573,6
1030,64147,0,0,deny,62,62,0,1,0,1,0,14574,3
62170,445,0,0,deny,70,70,0,1,0,1,0,14575,1
60104,30188,0,0,deny,66,66,0,1,0,1,0,12725,3
51560,46783,0,0,deny,66,66,0,1,0,1,0,12727,3
26658,25174,0,0,deny,62,62,0,1,0,1,0,13579,3
42231,57470,0,0,deny,78,78,0,1,0,1,0,8384,9
59696,57470,0,0,deny,62,62,0,1,0,1,0,11472,6
50606,445,0,0,deny,70,70,0,1,0,1,0,1555,4
50605,445,0,0,deny,70,70,0,1,0,1,0,14576,1
50603,445,0,0,deny,70,70,0,1,0,1,0,14577,2
47256,37807,0,0,deny,62,62,0,1,0,1,0,14578,3
62365,445,0,0,deny,66,66,0,1,0,1,0,14579,1
62363,445,0,0,deny,66,66,0,1,0,1,0,14580,1
62361,445,0,0,deny,66,66,0,1,0,1,0,14079,2
62362,445,0,0,deny,66,66,0,1,0,1,0,14075,2
62360,445,0,0,deny,66,66,0,1,0,1,0,14081,2
62364,445,0,0,deny,66,66,0,1,0,1,0,14071,2
62359,445,0,0,deny,66,66,0,1,0,1,0,14082,2
62358,445,0,0,deny,66,66,0,1,0,1,0,14581,1
62164,445,0,0,deny,70,70,0,1,0,1,0,14582,2
41490,25174,0,0,deny,62,62,0,1,0,1,0,9912,3
51705,22114,0,0,deny,62,62,0,1,0,1,0,14583,3
60403,22114,0,0,deny,66,66,0,1,0,1,0,11722,3
36641,25174,0,0,deny,66,66,0,1,0,1,0,13585,2
64214,25174,0,0,deny,66,66,0,1,0,1,0,12740,3
23763,23,0,0,deny,60,60,0,1,0,1,0,14584,1
62157,445,0,0,deny,70,70,0,1,0,1,0,14585,2
53197,25174,0,0,deny,66,66,0,1,0,1,0,12744,3
62156,445,0,0,deny,70,70,0,1,0,1,0,14586,2
54769,50584,0,0,deny,62,62,0,1,0,1,0,12050,3
52925,64147,0,0,deny,62,62,0,1,0,1,0,11561,3
52340,64147,0,0,deny,66,66,0,1,0,1,0,11725,3
50596,445,0,0,deny,70,70,0,1,0,1,0,14587,2
50597,445,0,0,deny,70,70,0,1,0,1,0,14588,1
50589,445,0,0,deny,70,70,0,1,0,1,0,14589,2
50584,445,0,0,deny,70,70,0,1,0,1,0,14590,1
53470,22114,0,0,deny,66,66,0,1,0,1,0,12749,3
16454,25174,0,0,deny,66,66,0,1,0,1,0,11734,3
62345,445,0,0,deny,66,66,0,1,0,1,0,14591,1
62344,445,0,0,deny,66,66,0,1,0,1,0,14592,1
62342,445,0,0,deny,66,66,0,1,0,1,0,14593,1
22924,25174,0,0,deny,62,62,0,1,0,1,0,13749,3
62150,445,0,0,deny,70,70,0,1,0,1,0,14594,2
50822,50584,0,0,deny,66,66,0,1,0,1,0,12755,3
62149,445,0,0,deny,70,70,0,1,0,1,0,14595,2
62813,25174,0,0,deny,62,62,0,1,0,1,0,14596,2
50046,22114,0,0,deny,66,66,0,1,0,1,0,11740,3
58914,37965,0,0,deny,66,66,0,1,0,1,0,14597,3
50582,445,0,0,deny,70,70,0,1,0,1,0,1571,2
63878,22114,0,0,deny,62,62,0,1,0,1,0,14598,3
26717,25174,0,0,deny,62,62,0,1,0,1,0,14599,3
50574,445,0,0,deny,70,70,0,1,0,1,0,14600,1
50573,445,0,0,deny,70,70,0,1,0,1,0,14601,1
50572,445,0,0,deny,70,70,0,1,0,1,0,14602,2
52459,3399,0,0,deny,60,60,0,1,0,1,0,7187,2
62145,445,0,0,deny,70,70,0,1,0,1,0,14603,1
32736,22114,0,0,deny,66,66,0,1,0,1,0,11737,3
58511,50584,0,0,deny,62,62,0,1,0,1,0,1605,3
62144,445,0,0,deny,70,70,0,1,0,1,0,14604,1
2849,30188,0,0,deny,66,66,0,1,0,1,0,11747,3
32997,50584,0,0,deny,62,62,0,1,0,1,0,14605,2
27000,23117,0,0,deny,62,62,0,1,0,1,0,14606,2
25878,25174,0,0,deny,66,66,0,1,0,1,0,11749,3
20962,22114,0,0,deny,62,62,0,1,0,1,0,14607,2
54518,25174,0,0,deny,146,146,0,1,0,1,0,7020,3
62139,445,0,0,deny,70,70,0,1,0,1,0,14608,1
443,18177,0,0,deny,66,66,0,1,0,1,0,4096,2
50563,445,0,0,deny,70,70,0,1,0,1,0,14609,2
50561,445,0,0,deny,70,70,0,1,0,1,0,1959,2
50559,445,0,0,deny,70,70,0,1,0,1,0,14610,1
60260,22114,0,0,deny,66,66,0,1,0,1,0,12775,3
62331,445,0,0,deny,66,66,0,1,0,1,0,14092,2
6882,51505,0,0,deny,66,66,0,1,0,1,0,13780,2
55711,26467,0,0,deny,66,66,0,1,0,1,0,12777,3
51746,25174,0,0,deny,66,66,0,1,0,1,0,12779,3
58131,29072,0,0,deny,146,146,0,1,0,1,0,14611,1
43828,44847,0,0,deny,66,66,0,1,0,1,0,12798,3
50459,62413,0,0,deny,66,66,0,1,0,1,0,12789,3
50557,445,0,0,deny,70,70,0,1,0,1,0,1606,2
50556,445,0,0,deny,70,70,0,1,0,1,0,1607,3
62126,445,0,0,deny,70,70,0,1,0,1,0,14612,2
28286,22114,0,0,deny,62,62,0,1,0,1,0,14613,1
14397,37965,0,0,deny,62,62,0,1,0,1,0,11711,6
13285,29892,0,0,deny,145,145,0,1,0,1,0,3999,30
41197,30188,0,0,deny,62,62,0,1,0,1,0,13798,3
443,64347,0,0,deny,131,131,0,1,0,1,0,14614,11
3399,25174,0,0,deny,66,66,0,1,0,1,0,11784,3
15605,50265,0,0,deny,62,62,0,1,0,1,0,12790,3
62316,445,0,0,deny,66,66,0,1,0,1,0,14615,2
62315,445,0,0,deny,66,66,0,1,0,1,0,14161,3
62123,445,0,0,deny,70,70,0,1,0,1,0,14616,1
56127,37965,0,0,deny,66,66,0,1,0,1,0,9456,6
52038,50584,0,0,deny,66,66,0,1,0,1,0,11772,3
40312,55442,0,0,deny,62,62,0,1,0,1,0,11767,3
58627,25174,0,0,deny,62,62,0,1,0,1,0,11760,3
64190,2767,0,0,deny,66,66,0,1,0,1,0,12800,3
12700,57470,0,0,deny,145,145,0,1,0,1,0,14617,1
23131,25174,0,0,deny,62,62,0,1,0,1,0,13810,3
50547,445,0,0,deny,70,70,0,1,0,1,0,14618,1
50544,445,0,0,deny,70,70,0,1,0,1,0,1619,3
50543,445,0,0,deny,70,70,0,1,0,1,0,1966,3
50535,445,0,0,deny,70,70,0,1,0,1,0,1630,3
23131,25174,0,0,deny,146,146,0,1,0,1,0,13810,3
57284,22114,0,0,deny,66,66,0,1,0,1,0,12809,3
21119,31573,0,0,deny,146,146,0,1,0,1,0,14619,1
60823,25174,0,0,deny,66,66,0,1,0,1,0,12811,3
1943,48817,0,0,deny,66,66,0,1,0,1,0,11782,3
62309,445,0,0,deny,66,66,0,1,0,1,0,14620,1
62117,445,0,0,deny,70,70,0,1,0,1,0,14621,1
35450,23,0,0,deny,60,60,0,1,0,1,0,14622,1
62064,22114,0,0,deny,66,66,0,1,0,1,0,12814,3
64392,25174,0,0,deny,66,66,0,1,0,1,0,12799,3
29139,64147,0,0,deny,62,62,0,1,0,1,0,14623,2
62115,445,0,0,deny,70,70,0,1,0,1,0,14624,1
61523,37807,0,0,deny,66,66,0,1,0,1,0,12815,3
62306,445,0,0,deny,66,66,0,1,0,1,0,14170,2
62304,445,0,0,deny,66,66,0,1,0,1,0,14625,1
62303,445,0,0,deny,66,66,0,1,0,1,0,14171,2
62298,445,0,0,deny,66,66,0,1,0,1,0,14626,1
62295,445,0,0,deny,66,66,0,1,0,1,0,14627,1
62297,445,0,0,deny,66,66,0,1,0,1,0,14628,2
62296,445,0,0,deny,66,66,0,1,0,1,0,14629,2
28306,25604,0,0,deny,62,62,0,1,0,1,0,12813,3
60097,22114,0,0,deny,66,66,0,1,0,1,0,11790,3
45313,64147,0,0,deny,62,62,0,1,0,1,0,14630,3
42986,25174,0,0,deny,66,66,0,1,0,1,0,11792,3
50530,445,0,0,deny,70,70,0,1,0,1,0,1633,4
50527,445,0,0,deny,70,70,0,1,0,1,0,14631,1
50525,445,0,0,deny,70,70,0,1,0,1,0,14632,3
50523,445,0,0,deny,70,70,0,1,0,1,0,1645,2
45118,39004,0,0,deny,74,74,0,1,0,1,0,11794,3
36663,22114,0,0,deny,62,62,0,1,0,1,0,11795,3
48706,23393,0,0,deny,60,60,0,1,0,1,0,331,44
57090,51505,0,0,deny,62,62,0,1,0,1,0,14633,3
59051,27520,0,0,deny,62,62,0,1,0,1,0,14634,3
19875,30170,0,0,deny,145,145,0,1,0,1,0,633,31
62273,50584,0,0,deny,62,62,0,1,0,1,0,14635,3
50757,64147,0,0,deny,62,62,0,1,0,1,0,14636,3
34073,37965,0,0,deny,62,62,0,1,0,1,0,11776,3
36804,25174,0,0,deny,66,66,0,1,0,1,0,11800,3
62108,445,0,0,deny,70,70,0,1,0,1,0,14637,2
56289,25174,0,0,deny,66,66,0,1,0,1,0,11803,3
62106,445,0,0,deny,70,70,0,1,0,1,0,14638,2
17573,44847,0,0,deny,146,146,0,1,0,1,0,14639,1
59938,443,27868,443,allow,1820,1303,517,13,26,7,6,14640,2
47664,3389,47664,3389,allow,4575,2400,2175,20,19,11,9,14641,1
45551,443,26442,443,allow,7764,1734,6030,23,20,13,10,14642,2
55039,443,45987,443,allow,7993,677,7316,16,16,8,8,4951,5
62919,993,20862,993,allow,134,60,74,3,11,2,1,14643,1
49306,443,46343,443,allow,83411,4586,78825,94,47,30,64,14644,1
56425,53,0,0,allow,82,82,0,1,30,1,0,14645,2
58992,53,0,0,allow,273,86,187,2,30,1,1,14646,1
58129,80,58129,80,allow,23462,3780,19682,49,47,24,25,14647,1
49308,443,39770,443,allow,4256,2975,1281,23,47,12,11,14648,1
49309,443,31644,443,allow,4250,2969,1281,23,47,12,11,14649,1
54815,3389,54815,3389,allow,3428,1714,1714,16,32,8,8,2846,2
59945,80,11723,80,allow,1197,419,778,9,16,5,4,14650,1
49633,443,51430,443,allow,4348,911,3437,14,135,8,6,14651,2
27005,27019,44528,27019,allow,880,126,754,2,30,1,1,14652,11
65379,53,64746,53,allow,376,126,250,2,30,1,1,14653,2
55437,443,56917,443,allow,24415,1491,22924,34,131,14,20,14654,2
55085,443,57915,443,allow,5803,4960,843,19,124,11,8,14655,1
44739,443,37697,443,allow,6220,1790,4430,19,120,10,9,14656,1
57470,41071,64833,41071,allow,1716,1716,0,27,1598,27,0,14657,1
58643,443,8549,443,allow,4801,2506,2295,12,121,6,6,14658,1
36889,80,51153,80,allow,1584,1130,454,15,39,10,5,14659,1
58891,443,55777,443,allow,7641,5165,2476,25,18,13,12,14660,1
13095,80,13095,80,allow,32613,1160,31453,38,16,13,25,14661,1
52045,16853,65490,16853,allow,70,70,0,2,8,2,0,12833,2
44358,443,57886,443,allow,502,288,214,8,131,5,3,14662,1
53816,42459,30480,42459,allow,552,306,246,9,16,5,4,14663,1
64728,443,31234,443,allow,25423484,377367,25046117,21027,1082,2865,18162,14664,1
46862,15000,28105,15000,allow,130,70,60,2,5,1,1,14665,1
58970,443,57205,443,allow,3715,1958,1757,23,21,12,11,14666,1
50583,80,50583,80,allow,17375,11554,5821,52,27,32,20,7494,3
51594,53,0,0,allow,206,95,111,2,30,1,1,14445,4
50340,80,53882,80,allow,8924,872,8052,19,41,9,10,14667,1
61281,443,15563,443,allow,3169,979,2190,14,135,7,7,14668,1
50341,80,19405,80,allow,306,180,126,6,41,4,2,14669,1
43177,443,43177,443,allow,4493,1586,2907,19,26,11,8,14670,1
52031,20301,50759,20301,allow,66,66,0,1,5,1,0,14671,2
49647,53,49647,53,allow,404,259,145,3,32,2,1,14672,2
57602,443,32129,443,allow,7527,1788,5739,23,20,13,10,14673,2
35466,443,44428,443,allow,7409,1702,5707,23,20,13,10,14674,1
58889,443,6054,443,allow,7871,5455,2416,24,18,13,11,14675,2
27005,27016,63308,27016,allow,887,126,761,2,30,1,1,13712,55
50116,22,0,0,allow,60,60,0,1,90,1,0,6411,15
40410,443,37656,443,allow,2975,719,2256,14,136,7,7,14676,1
30960,45754,34064,45754,allow,396,396,0,7,3615,7,0,14677,1
50521,445,0,0,deny,70,70,0,1,0,1,0,14678,1
50517,445,0,0,deny,70,70,0,1,0,1,0,14679,1
50516,445,0,0,deny,70,70,0,1,0,1,0,14680,1
6889,65473,0,0,deny,143,143,0,1,0,1,0,3667,2
62105,445,0,0,deny,70,70,0,1,0,1,0,14681,2
62288,445,0,0,deny,66,66,0,1,0,1,0,14682,1
55554,22114,0,0,deny,62,62,0,1,0,1,0,10336,3
50514,445,0,0,deny,70,70,0,1,0,1,0,14683,1
62104,445,0,0,deny,70,70,0,1,0,1,0,14684,1
62103,445,0,0,deny,70,70,0,1,0,1,0,14685,2
62101,445,0,0,deny,70,70,0,1,0,1,0,14686,2
62099,445,0,0,deny,70,70,0,1,0,1,0,14687,1
62286,445,0,0,deny,66,66,0,1,0,1,0,14688,1
62283,445,0,0,deny,66,66,0,1,0,1,0,14689,1
62282,445,0,0,deny,66,66,0,1,0,1,0,14326,2
62281,445,0,0,deny,66,66,0,1,0,1,0,14690,1
47944,50584,0,0,deny,62,62,0,1,0,1,0,13894,3
61299,25174,0,0,deny,146,146,0,1,0,1,0,14691,1
57338,443,31270,443,allow,222159,52803,169356,361,26,173,188,11985,2
61550,5529,0,0,deny,145,145,0,1,0,1,0,1543,16
49164,25174,0,0,deny,62,62,0,1,0,1,0,3655,3
42285,57470,0,0,deny,62,62,0,1,0,1,0,11770,5
62085,445,0,0,deny,70,70,0,1,0,1,0,14692,2
62084,445,0,0,deny,70,70,0,1,0,1,0,14693,2
62082,445,0,0,deny,70,70,0,1,0,1,0,14694,1
26425,22114,0,0,deny,62,62,0,1,0,1,0,7260,3
62075,445,0,0,deny,70,70,0,1,0,1,0,14695,2
62074,445,0,0,deny,70,70,0,1,0,1,0,14696,1
44383,30188,0,0,deny,66,66,0,1,0,1,0,14697,1
49577,57470,0,0,deny,66,66,0,1,0,1,0,11864,3
50511,445,0,0,deny,70,70,0,1,0,1,0,2016,3
61140,27520,0,0,deny,62,62,0,1,0,1,0,14698,3
24144,57470,0,0,deny,62,62,0,1,0,1,0,11762,6
50500,445,0,0,deny,70,70,0,1,0,1,0,14699,1
50497,445,0,0,deny,70,70,0,1,0,1,0,14700,2
52230,50265,0,0,deny,66,66,0,1,0,1,0,12910,3
62269,445,0,0,deny,66,66,0,1,0,1,0,14701,1
27005,27015,25452,27015,allow,887,126,761,2,30,1,1,13549,140
34937,443,49817,443,allow,10059,2039,8020,23,186,12,11,14702,1
50265,43178,20188,43178,allow,481,150,331,2,1200,1,1,14703,1
63974,80,35530,80,allow,314,192,122,6,15,4,2,14704,1
50587,80,50587,80,allow,1711,1011,700,11,21,6,5,14705,2
62158,443,35160,443,allow,4975,2828,2147,14,135,7,7,14706,1
52052,27427,24815,27427,allow,316,136,180,6,6,3,3,14707,1
8917,443,55362,443,allow,7308,864,6444,26,394,9,17,14708,1
60461,10138,64431,10138,allow,70,70,0,1,5,1,0,14709,2
53365,80,32049,80,allow,405,285,120,5,15,3,2,14710,1
50346,80,22819,80,allow,502,250,252,9,41,5,4,14711,1
52047,42805,9664,42805,allow,164,70,94,3,7,2,1,12930,2
64798,53,32594,53,allow,303,88,215,4,40,2,2,5972,6
56927,53,28530,53,allow,183,94,89,2,29,1,1,14149,5
49578,53,60840,53,allow,212,102,110,2,29,1,1,14712,1
57103,53,61295,53,allow,193,102,91,2,29,1,1,14713,2
27005,27018,14110,27018,allow,881,126,755,2,30,1,1,14152,25
49508,53,61449,53,allow,370,102,268,2,30,1,1,14714,3
58856,80,5930,80,allow,1614,1300,314,10,15,5,5,14715,1
60026,443,10175,443,allow,8382,2454,5928,44,86,26,18,14716,2
60967,443,57765,443,allow,11529,8753,2776,41,120,22,19,14717,1
57089,53,62761,53,allow,226,110,116,2,30,1,1,14718,2
46831,53,55820,53,allow,391,102,289,2,30,1,1,14719,1
27005,27017,41161,27017,allow,883,126,757,2,30,1,1,14266,39
38698,443,50432,443,allow,90261,3545,86716,96,16,32,64,1722,2
60466,64337,52523,64337,allow,70,70,0,2,8,2,0,12969,2
36000,443,6421,443,allow,68705,5084,63621,93,172,36,57,14720,1
57341,443,25399,443,allow,7551,2807,4744,42,26,22,20,14721,1
36003,443,8954,443,allow,70007,4677,65330,92,172,36,56,14722,1
48742,443,35072,443,allow,5378,1423,3955,19,49,11,8,14723,2
53222,53,43522,53,allow,165,78,87,2,30,1,1,14724,1
53223,53,33950,53,allow,165,78,87,2,30,1,1,14725,1
27005,27015,43819,27015,allow,868,126,742,2,30,1,1,13549,140
53455,443,54035,443,allow,240325,8131,232194,262,31,100,162,14726,1
53457,443,28376,443,allow,26693,2059,24634,42,30,18,24,14727,1
64698,53,59784,53,allow,430,106,324,4,58,2,2,1895,3
49444,53,22362,53,allow,212,102,110,2,30,1,1,14728,3
55739,443,5145,443,allow,47102,3841,43261,59,121,25,34,14729,2
43112,443,57880,443,allow,7192,1772,5420,25,305,13,12,14730,2
63139,12311,39911,12311,allow,70,70,0,1,5,1,0,14731,2
52089,443,56891,443,allow,4408,801,3607,16,34,8,8,7467,3
57339,443,47908,443,allow,1495,768,727,16,26,9,7,5225,2
57345,443,32367,443,allow,55537,4477,51060,81,22,38,43,14732,1
52884,443,37471,443,allow,4466,1914,2552,32,116,18,14,14733,1
27005,27017,10039,27017,allow,891,126,765,2,30,1,1,14266,39
54324,27016,3441,27016,allow,924,924,0,3,30,3,0,14734,1
49429,443,33645,443,allow,8861,3484,5377,19,120,9,10,14735,2
37572,443,26829,443,allow,30365,21942,8423,58,50,32,26,14736,2
50343,80,37536,80,allow,1192,658,534,11,41,6,5,14737,2
50339,80,14820,80,allow,306,180,126,6,41,4,2,14738,1
53140,80,7687,80,allow,2560,2083,477,13,15,7,6,14739,2
49220,2710,39360,2710,allow,70,70,0,2,8,2,0,12951,2
58898,443,10940,443,allow,5108,700,4408,15,15,7,8,14740,1
52046,59791,37077,59791,allow,70,70,0,2,7,2,0,12929,2
62061,445,0,0,deny,70,70,0,1,0,1,0,14741,2
36548,25174,0,0,deny,62,62,0,1,0,1,0,7881,3
63895,44847,0,0,deny,62,62,0,1,0,1,0,13057,3
38093,11392,0,0,deny,62,62,0,1,0,1,0,13784,3
60419,61248,0,0,deny,145,145,0,1,0,1,0,14742,1
55338,11744,0,0,deny,145,145,0,1,0,1,0,14743,1
51023,443,24793,443,allow,26189,8238,17951,72,18,39,33,14744,1
50338,80,24125,80,allow,2475,723,1752,12,41,6,6,14745,2
58718,80,58718,80,allow,106571,3881,102690,128,16,56,72,14746,1
43169,443,5370,443,allow,8615,2156,6459,37,315,16,21,14747,1
6259,25,6259,25,allow,130,66,64,2,5,1,1,14748,1
37710,443,47259,443,allow,13986,9199,4787,59,94,24,35,14749,1
50759,443,24454,443,allow,19782,3596,16186,38,256,21,17,14750,1
53456,443,13197,443,allow,25555,2220,23335,44,30,20,24,14751,1
49219,51237,3510,51237,allow,624,318,306,10,15,5,5,14752,1
65384,443,21164,443,allow,8613,1465,7148,22,15,13,9,14753,1
57346,443,34868,443,allow,1547,960,587,14,22,8,6,14754,2
57599,80,28045,80,allow,808,485,323,8,75,5,3,5592,3
56512,443,45161,443,allow,155750,151462,4288,169,215,112,57,14755,1
49470,443,50216,443,allow,2772,1777,995,16,124,9,7,14756,1
57103,53,56809,53,allow,193,102,91,2,30,1,1,14713,2
43089,443,26098,443,allow,9737,6695,3042,45,81,24,21,14757,1
50586,80,50586,80,allow,5320,3428,1892,22,21,12,10,7762,2
27005,27015,24724,27015,allow,878,126,752,2,30,1,1,13549,140
50588,80,50588,80,allow,2765,1835,930,14,21,8,6,7622,2
53537,53,1672,53,allow,391,102,289,2,29,1,1,14758,1
56903,53,50850,53,allow,232,94,138,2,30,1,1,14759,1
49515,53,21422,53,allow,226,110,116,2,29,1,1,7143,3
54325,27016,47516,27016,allow,924,924,0,3,30,3,0,14760,1
54323,27016,29153,27016,allow,924,924,0,3,30,3,0,14761,1
54326,27054,42842,27054,allow,924,924,0,3,30,3,0,14762,1
58614,443,16756,443,allow,12164,4840,7324,29,198,16,13,14763,1
17750,60780,57502,60780,allow,481,150,331,2,1200,1,1,14764,1
49626,443,3697,443,allow,35474,2800,32674,56,135,27,29,9820,2
50589,80,50589,80,allow,1714,1014,700,11,21,6,5,14765,1
48735,443,54377,443,allow,77050,5353,71697,113,95,46,67,14766,1
27005,27015,60875,27015,allow,881,126,755,2,30,1,1,13549,140
55901,53,32764,53,allow,226,110,116,2,30,1,1,14767,1
63310,443,15095,443,allow,1481,701,780,20,120,10,10,14768,1
57288,443,16066,443,allow,7427,2084,5343,24,361,12,12,2166,3
1100,27540,45452,27540,allow,132,70,62,2,31,1,1,4693,5
53202,443,56977,443,allow,23323,1589,21734,27,85,10,17,5699,3
40492,1488,40492,1488,allow,156,156,0,3,8,3,0,14769,1
39771,443,64614,443,allow,6903,1273,5630,25,255,13,12,14770,1
7634,80,7634,80,allow,1845,523,1322,10,15,6,4,14771,1
35989,443,62539,443,allow,2840032,64781,2775251,2709,292,769,1940,14772,1
33894,80,31956,80,allow,1376,788,588,10,35,6,4,14773,1
37680,443,40317,443,allow,16742,3383,13359,57,309,28,29,9785,2
57344,53,44764,53,allow,228,110,118,2,30,1,1,14774,4
27005,27015,45199,27015,allow,892,126,766,2,30,1,1,13549,140
57398,53,47898,53,allow,232,110,122,2,30,1,1,2568,4
57344,443,31123,443,allow,30232,22633,7599,77,23,46,31,14775,2
60457,16881,27690,16881,allow,1948,891,1057,16,18,8,8,14776,1
53151,34935,46356,34935,allow,698,320,378,10,17,6,4,14777,1
49598,80,65095,80,allow,400,70,330,6,24,1,5,9260,2
38699,443,63342,443,allow,759586,14873,744713,719,16,209,510,14778,1
52094,443,12498,443,allow,2960,1982,978,15,16,9,6,10698,3
62481,80,55007,80,allow,890,440,450,10,33,6,4,14779,1
42732,53,10027,53,allow,86,86,0,1,30,1,0,14780,1
62187,443,25960,443,allow,36473,7710,28763,63,124,27,36,14781,1
6881,6881,34169,6881,allow,502,150,352,2,1200,1,1,498,39
27005,27035,11763,27035,allow,891,126,765,2,31,1,1,14782,2
52029,52093,64487,52093,allow,70,70,0,1,5,1,0,14783,2
53819,9472,3134,9472,allow,70,70,0,1,5,1,0,14784,2
57427,443,63478,443,allow,5337,1085,4252,14,76,8,6,14785,1
65048,53,24505,53,allow,396,84,312,4,54,2,2,12873,6
63965,53,50907,53,allow,306,94,212,2,30,1,1,3155,5
27005,52013,10619,52013,allow,901,126,775,2,31,1,1,14786,3
65353,53,55498,53,allow,351,105,246,4,57,2,2,14787,4
63975,24874,47562,24874,allow,70,70,0,1,5,1,0,14788,2
45764,443,11581,443,allow,57543,2347,55196,68,16,26,42,14789,1
44864,25,44864,25,allow,130,66,64,2,5,1,1,14790,1
55012,64147,0,0,deny,62,62,0,1,0,1,0,14791,3
50734,37965,0,0,deny,62,62,0,1,0,1,0,11771,6
62769,25174,0,0,deny,62,62,0,1,0,1,0,14066,3
51414,22,0,0,deny,60,60,0,1,0,1,0,356,19
62262,445,0,0,deny,66,66,0,1,0,1,0,14792,1
50487,445,0,0,deny,70,70,0,1,0,1,0,1789,2
63717,37965,0,0,deny,66,66,0,1,0,1,0,11884,3
3717,25174,0,0,deny,62,62,0,1,0,1,0,12039,3
62260,445,0,0,deny,66,66,0,1,0,1,0,14793,1
62057,445,0,0,deny,70,70,0,1,0,1,0,14794,2
42951,22114,0,0,deny,66,66,0,1,0,1,0,13059,3
22530,23718,0,0,deny,66,66,0,1,0,1,0,13060,3
62045,445,0,0,deny,70,70,0,1,0,1,0,14795,2
62048,445,0,0,deny,70,70,0,1,0,1,0,14796,2
64673,6881,0,0,deny,66,66,0,1,0,1,0,14797,2
62253,445,0,0,deny,66,66,0,1,0,1,0,14798,1
62044,445,0,0,deny,70,70,0,1,0,1,0,14799,3
62654,35440,0,0,deny,62,62,0,1,0,1,0,14800,2
62041,445,0,0,deny,70,70,0,1,0,1,0,14801,2
62245,445,0,0,deny,66,66,0,1,0,1,0,14372,2
51310,64147,0,0,deny,66,66,0,1,0,1,0,12045,3
52238,26467,0,0,deny,62,62,0,1,0,1,0,11764,3
65006,26467,0,0,deny,66,66,0,1,0,1,0,12046,3
50316,25604,0,0,deny,66,66,0,1,0,1,0,13070,3
23349,30188,0,0,deny,62,62,0,1,0,1,0,14036,3
63083,25174,0,0,deny,66,66,0,1,0,1,0,13068,3
7356,25174,0,0,deny,66,66,0,1,0,1,0,12059,3
51045,25174,0,0,deny,66,66,0,1,0,1,0,12051,3
50478,445,0,0,deny,70,70,0,1,0,1,0,1916,3
50474,445,0,0,deny,70,70,0,1,0,1,0,14802,2
50475,445,0,0,deny,70,70,0,1,0,1,0,14803,2
23710,41615,0,0,deny,145,145,0,1,0,1,0,14804,1
62035,445,0,0,deny,70,70,0,1,0,1,0,14805,2
62237,445,0,0,deny,66,66,0,1,0,1,0,14806,1
62230,445,0,0,deny,66,66,0,1,0,1,0,14807,1
62234,445,0,0,deny,66,66,0,1,0,1,0,14388,2
62233,445,0,0,deny,66,66,0,1,0,1,0,14393,2
62235,445,0,0,deny,66,66,0,1,0,1,0,14808,2
62236,445,0,0,deny,66,66,0,1,0,1,0,14386,2
62229,445,0,0,deny,66,66,0,1,0,1,0,14400,2
62231,445,0,0,deny,66,66,0,1,0,1,0,14398,2
14614,25174,0,0,deny,66,66,0,1,0,1,0,12060,3
51109,11392,0,0,deny,66,66,0,1,0,1,0,13083,3
52973,57470,0,0,deny,74,74,0,1,0,1,0,12444,5
35570,22114,0,0,deny,62,62,0,1,0,1,0,14809,2
61840,25174,0,0,deny,66,66,0,1,0,1,0,12055,3
16618,52952,0,0,deny,146,146,0,1,0,1,0,14810,1
24560,25174,0,0,deny,62,62,0,1,0,1,0,14811,3
21604,50201,0,0,deny,66,66,0,1,0,1,0,12064,3
62027,445,0,0,deny,70,70,0,1,0,1,0,14812,2
63878,22114,0,0,deny,146,146,0,1,0,1,0,14598,3
56249,55442,0,0,deny,66,66,0,1,0,1,0,12061,3
62558,20170,0,0,deny,145,145,0,1,0,1,0,14813,1
51769,51505,0,0,deny,62,62,0,1,0,1,0,14814,3
62025,445,0,0,deny,70,70,0,1,0,1,0,14815,2
32395,30188,0,0,deny,146,146,0,1,0,1,0,14816,3
