Source Port,Destination Port,Action,Rule ID,HitCount
52184,445,deny,10193,1
52183,445,deny,10194,1
52179,445,deny,10195,2
52503,50584,deny,10196,3
63962,445,deny,10197,1
52178,445,deny,10198,1
58103,10197,deny,10199,3
30800,25174,deny,10200,3
63959,445,deny,10201,1
63794,445,deny,10202,1
63957,445,deny,10203,2
54173,23,deny,10204,1
63791,445,deny,10205,1
53902,443,allow,10206,1
44714,25174,deny,10207,1
37666,48817,deny,10208,1
52176,445,deny,10209,2
1238,51505,deny,10210,3
52165,445,deny,10211,1
52164,445,deny,10212,2
63787,445,deny,10213,2
54754,50432,deny,10214,3
50620,50584,deny,10215,3
63785,445,deny,10216,1
63783,445,deny,10217,1
6666,16010,deny,10218,6
46512,63836,deny,10219,1
26527,25174,deny,10220,3
53901,443,allow,10221,1
53903,443,allow,10222,1
53900,443,allow,10223,1
53897,443,allow,10224,2
53898,443,allow,10225,1
53899,443,allow,10226,2
53890,443,allow,10227,1
53896,443,allow,10228,1
53894,443,allow,10229,2
53893,443,allow,10230,1
53885,443,allow,10231,1
53891,443,allow,10232,1
53892,443,allow,10233,2
53886,443,allow,10234,2
53887,443,allow,10235,1
53888,443,allow,10236,2
53889,443,allow,10237,1
47424,25174,deny,10238,3
63935,445,deny,10239,1
52155,445,deny,10240,1
63776,445,deny,10241,2
56897,11446,deny,10242,3
63932,445,deny,10243,1
63774,445,deny,10244,1
49918,26296,deny,10245,1
36011,25174,deny,10246,3
63773,445,deny,10247,2
6356,26467,deny,10248,3
63772,445,deny,10249,2
63771,445,deny,10250,2
63926,445,deny,10251,1
63766,445,deny,10252,1
63765,445,deny,10253,1
17982,11392,deny,10254,2
54526,44847,deny,10255,3
63918,445,deny,10256,1
3064,44847,deny,10257,3
54746,22114,deny,10258,1
41462,2323,deny,10259,1
63852,25174,deny,10260,3
63753,445,deny,10261,1
63752,445,deny,10262,1
63749,445,deny,10263,1
63743,445,deny,10264,1
63742,445,deny,10265,2
23939,41615,deny,10266,1
52142,445,deny,10267,1
52139,445,deny,10268,2
52138,445,deny,10269,2
63905,445,deny,10270,1
63908,445,deny,10271,1
63907,445,deny,10272,1
63900,445,deny,10273,1
52744,25174,deny,10274,3
63731,445,deny,10275,2
25532,35440,deny,10276,1
15176,62413,deny,10277,3
52134,445,deny,10278,1
52133,445,deny,10279,1
52131,445,deny,10280,1
52122,445,deny,10281,1
48230,22114,deny,10282,1
10091,22114,deny,10283,2
59668,50584,deny,10284,3
63886,445,deny,10285,1
63885,445,deny,10286,1
63884,445,deny,10287,1
63727,445,deny,10288,1
443,63128,deny,10289,1
52118,445,deny,10290,1
50265,49893,allow,10291,1
50774,443,allow,10292,2
36644,443,allow,10293,1
65421,443,allow,10294,1
52072,25595,allow,10295,2
54941,80,allow,10296,1
59893,80,allow,10297,1
57410,53,allow,10298,1
58871,443,allow,10299,2
9434,443,allow,10300,1
56467,53,allow,10301,1
54542,443,allow,10302,1
46618,443,allow,10303,1
39568,443,allow,10304,1
55542,53,allow,10305,5
53862,36120,allow,10306,1
45273,80,allow,10307,1
62394,80,allow,10308,1
9435,443,allow,10309,1
40806,443,allow,10310,1
54942,80,allow,10311,1
63995,443,allow,10312,1
46720,53,allow,10313,1
47992,5228,allow,10314,1
54800,443,allow,10315,2
49146,443,allow,10316,2
17750,7579,allow,10317,1
59952,80,allow,10318,1
59000,443,allow,10319,2
49341,443,allow,10320,2
9436,443,allow,10321,1
51076,443,allow,10322,1
8282,25916,allow,10323,1
57164,443,allow,10324,1
53870,24535,allow,10325,2
59964,443,allow,10326,3
53012,443,allow,10327,2
45230,443,allow,10328,1
48817,11602,allow,10329,1
48817,57451,allow,10330,1
56230,5228,allow,10331,1
64691,25320,deny,10332,3
63716,445,deny,10333,1
63718,445,deny,10334,1
63717,445,deny,10335,3
55554,22114,deny,10336,3
52117,445,deny,10337,2
52110,445,deny,10338,2
52109,445,deny,10339,1
63714,445,deny,10340,1
63711,445,deny,10341,2
51979,25174,deny,10342,3
59773,5900,deny,10343,1
58022,8112,deny,10344,1
41970,23,deny,10345,1
6980,25604,deny,10346,1
57834,80,allow,10347,1
63704,445,deny,10348,1
52101,445,deny,10349,1
52098,445,deny,10350,1
52096,445,deny,10351,1
56711,25174,deny,10352,3
38099,11392,deny,10353,1
63697,445,deny,10354,1
63696,445,deny,10355,2
34028,443,allow,10356,2
58952,443,allow,10357,1
25833,53,allow,10358,1
32805,443,allow,10359,1
30188,51419,allow,10360,1
53868,52706,allow,10361,2
49781,53,allow,10362,5
50405,443,allow,10363,1
53873,52055,allow,10364,2
54819,443,allow,10365,4
52078,15518,allow,10366,2
60514,80,allow,10367,1
50474,443,allow,10368,1
44680,80,allow,10369,1
38704,443,allow,10370,1
52077,51638,allow,10371,2
54813,443,allow,10372,1
56737,80,allow,10373,1
53869,17089,allow,10374,2
55130,27046,allow,10375,1
34692,53,allow,10376,1
50671,80,allow,10377,1
49773,80,allow,10378,2
28015,443,allow,10379,1
28014,443,allow,10380,1
28012,443,allow,10381,1
50177,443,allow,10382,1
52093,445,deny,10383,1
52090,445,deny,10384,2
55951,30188,deny,10385,3
30654,51221,deny,10386,6
63690,445,deny,10387,1
49558,53,allow,10388,10
56322,80,allow,10389,1
56763,443,allow,10390,1
33304,443,allow,10391,1
41501,80,allow,10392,1
36983,80,allow,10393,2
62353,80,allow,10394,1
34436,443,allow,10395,1
65386,53,allow,10396,7
41640,8080,allow,10397,1
53450,443,allow,10398,2
49428,53,allow,10399,2
50484,443,allow,10400,1
58966,443,allow,10401,1
49994,80,allow,10402,1
57832,443,allow,10403,1
48817,36292,allow,10404,1
65507,443,allow,10405,1
50469,443,allow,10406,2
49996,80,allow,10407,1
56762,443,allow,10408,1
49730,53,allow,10409,6
40587,53,allow,10410,1
57308,53,allow,10411,1
62246,443,allow,10412,1
50656,80,allow,10413,1
37965,63728,allow,10414,1
56483,443,allow,10415,1
44847,9912,allow,10416,1
50462,443,allow,10417,1
35991,443,allow,10418,3
41336,443,allow,10419,1
48854,443,allow,10420,1
52075,37919,allow,10421,2
52074,57947,allow,10422,2
9433,443,allow,10423,1
56484,443,allow,10424,2
28013,443,allow,10425,1
56671,80,allow,10426,1
52252,443,allow,10427,1
52073,16316,allow,10428,2
49995,80,allow,10429,1
49993,443,allow,10430,1
65508,443,allow,10431,1
34215,443,allow,10432,1
56736,80,allow,10433,1
41670,80,allow,10434,1
58715,80,allow,10435,1
38130,443,allow,10436,1
64687,53,allow,10437,4
56734,80,allow,10438,1
46456,443,allow,10439,1
64458,53,allow,10440,1
65293,53,allow,10441,2
10075,53,allow,10442,1
64981,27068,allow,10443,1
52474,123,allow,10444,1
33694,443,allow,10445,1
50482,443,allow,10446,3
56735,80,allow,10447,2
50650,443,allow,10448,1
52112,53559,allow,10449,1
9421,443,allow,10450,1
48970,80,allow,10451,1
42420,443,allow,10452,1
55019,443,allow,10453,5
54432,53,allow,10454,1
38649,443,allow,10455,1
50634,80,allow,10456,1
49997,80,allow,10457,1
44992,80,allow,10458,1
38385,443,allow,10459,1
60439,53,allow,10460,1
39236,80,allow,10461,1
49349,443,allow,10462,1
54503,443,allow,10463,1
33305,443,allow,10464,1
53160,39001,allow,10465,2
52071,57491,allow,10466,2
58950,443,allow,10467,1
50262,443,allow,10468,2
49498,53,allow,10469,3
56213,53,allow,10470,1
56274,53,allow,10471,2
57903,443,allow,10472,2
47636,443,allow,10473,1
58685,443,allow,10474,1
57470,1073,allow,10475,1
52069,53446,allow,10476,2
51558,443,allow,10477,1
58822,443,allow,10478,2
52250,443,allow,10479,1
56588,443,allow,10480,2
55232,53,allow,10481,6
49835,53,allow,10482,8
22274,53,allow,10483,1
61417,443,allow,10484,2
44068,443,allow,10485,1
52329,443,allow,10486,2
42386,443,allow,10487,2
52424,443,allow,10488,1
60796,40010,allow,10489,1
60464,11385,allow,10490,1
45844,80,allow,10491,1
33829,443,allow,10492,1
16057,56205,deny,10493,3
37647,36237,deny,10494,3
63689,445,deny,10495,1
52557,44847,deny,10496,3
63860,445,deny,10497,2
63855,445,deny,10498,1
63245,26296,deny,10499,1
27505,25174,deny,10500,2
63685,445,deny,10501,2
52083,445,deny,10502,1
52080,445,deny,10503,1
52076,445,deny,10504,2
52072,445,deny,10505,2
63684,445,deny,10506,2
23331,25174,deny,10507,3
63852,445,deny,10508,2
50651,25174,deny,10509,3
63838,445,deny,10510,2
63844,445,deny,10511,1
63839,445,deny,10512,2
30574,64147,deny,10513,3
32970,64147,deny,10514,1
63679,445,deny,10515,1
56581,25174,deny,10516,1
52067,445,deny,10517,2
49415,22114,deny,10518,3
52060,445,deny,10519,1
52063,445,deny,10520,1
52059,445,deny,10521,1
24301,6881,deny,10522,2
2083,25174,deny,10523,3
31683,35440,deny,10524,3
52056,445,deny,10525,1
52053,445,deny,10526,1
52052,445,deny,10527,1
64509,9571,deny,10528,3
63666,445,deny,10529,2
63830,445,deny,10530,2
52050,445,deny,10531,2
63663,445,deny,10532,1
63826,445,deny,10533,1
36679,41864,deny,10534,1
12527,50584,deny,10535,2
63823,445,deny,10536,1
47943,50584,deny,10537,3
55199,21247,deny,10538,3
52045,445,deny,10539,2
63658,445,deny,10540,2
21606,80,deny,10541,1
63657,445,deny,10542,1
52039,445,deny,10543,1
52036,445,deny,10544,1
63655,445,deny,10545,1
55144,30188,deny,10546,3
63811,445,deny,10547,2
17097,62413,deny,10548,3
1074,25174,deny,10549,1
47910,7454,deny,10550,14
4706,36237,deny,10551,1
443,38956,deny,10552,6
63804,445,deny,10553,2
52024,445,deny,10554,1
57860,23,deny,10555,1
63648,445,deny,10556,1
45682,37965,deny,10557,9
63832,25174,deny,10558,3
63646,445,deny,10559,2
5222,27389,deny,10560,2
63802,445,deny,10561,1
63645,445,deny,10562,2
33359,30188,deny,10563,3
63644,445,deny,10564,2
63643,445,deny,10565,3
63640,445,deny,10566,1
63639,445,deny,10567,1
7000,23117,deny,10568,3
63795,445,deny,10569,2
54618,5900,deny,10570,1
21542,57470,deny,10571,4
14438,51505,deny,10572,2
41210,23,deny,10573,1
11876,22,deny,10574,1
63625,445,deny,10575,1
63624,445,deny,10576,1
63621,445,deny,10577,2
63614,445,deny,10578,1
63615,445,deny,10579,2
42344,48637,deny,10580,4
51755,5900,deny,10581,1
52014,445,deny,10582,1
52012,445,deny,10583,3
52010,445,deny,10584,2
57337,64147,deny,10585,3
2074,32480,deny,10586,1
63775,445,deny,10587,2
63778,445,deny,10588,1
63779,445,deny,10589,1
63777,445,deny,10590,1
47040,25174,deny,10591,3
63603,445,deny,10592,1
54280,3396,deny,10593,1
25871,53,allow,10594,1
39186,53,allow,10595,1
35201,443,allow,10596,1
50729,443,allow,10597,1
37906,443,allow,10598,2
50727,443,allow,10599,1
60480,60519,allow,10600,1
49206,443,allow,10601,2
50598,80,allow,10602,2
61509,443,allow,10603,1
50574,80,allow,10604,3
26852,443,allow,10605,1
59652,443,allow,10606,1
38019,443,allow,10607,1
55014,443,allow,10608,1
65003,27046,allow,10609,1
56303,53,allow,10610,4
61964,443,allow,10611,1
58997,443,allow,10612,2
64455,53,allow,10613,1
50602,80,allow,10614,2
28557,53,allow,10615,1
49104,443,allow,10616,1
50305,443,allow,10617,2
64343,53,allow,10618,1
53858,6889,allow,10619,1
44319,443,allow,10620,1
53860,33791,allow,10621,1
40650,443,allow,10622,1
65047,53,allow,10623,4
58999,443,allow,10624,2
57870,7635,allow,10625,1
49357,80,allow,10626,1
52866,443,allow,10627,1
56737,53,allow,10628,1
63917,443,allow,10629,1
35719,443,allow,10630,1
55193,53,allow,10631,8
63294,443,allow,10632,1
59786,25174,deny,10633,3
45202,23,deny,10634,1
52007,445,deny,10635,3
52006,445,deny,10636,1
52001,445,deny,10637,1
51998,445,deny,10638,2
63599,445,deny,10639,3
63756,445,deny,10640,1
63758,445,deny,10641,1
63755,445,deny,10642,1
60954,443,allow,10643,1
9230,443,allow,10644,1
64814,53,allow,10645,5
21424,53,allow,10646,1
59985,443,allow,10647,2
48676,53389,deny,10648,2
63588,445,deny,10649,2
63589,445,deny,10650,1
63590,445,deny,10651,2
57220,26467,deny,10652,3
62512,25174,deny,10653,3
63584,445,deny,10654,1
63582,445,deny,10655,3
2062,35440,deny,10656,3
51985,445,deny,10657,2
51984,445,deny,10658,1
51981,445,deny,10659,2
65212,22114,deny,10660,1
55678,32468,deny,10661,3
29471,57470,deny,10662,1
63576,445,deny,10663,1
25565,51337,deny,10664,1
51973,445,deny,10665,1
51972,445,deny,10666,1
51968,445,deny,10667,2
63745,445,deny,10668,1
63569,445,deny,10669,2
44612,25174,deny,10670,3
63567,445,deny,10671,1
23658,18375,deny,10672,2
12841,37965,deny,10673,2
54684,37965,deny,10674,5
36034,35440,deny,10675,3
63562,445,deny,10676,1
60957,443,allow,10677,2
48852,443,allow,10678,1
50724,443,allow,10679,2
38140,443,allow,10680,2
56761,443,allow,10681,1
50605,80,allow,10682,2
58094,53,allow,10683,1
49278,80,allow,10684,2
52067,46837,allow,10685,2
2844,3389,allow,10686,1
51523,443,allow,10687,1
53135,80,allow,10688,1
51979,443,allow,10689,2
38474,443,allow,10690,1
53857,22796,allow,10691,1
38664,443,allow,10692,2
54061,443,allow,10693,1
49944,53,allow,10694,4
56387,443,allow,10695,1
45565,443,allow,10696,1
56760,443,allow,10697,2
52094,443,allow,10698,3
61660,443,allow,10699,1
18333,53,allow,10700,1
53853,39723,allow,10701,1
64708,53,allow,10702,2
49228,53,allow,10703,4
37625,443,allow,10704,1
58443,443,allow,10705,1
64341,53,allow,10706,1
61155,443,allow,10707,1
45020,443,allow,10708,2
55669,53,allow,10709,5
42305,443,allow,10710,1
51283,443,allow,10711,1
50597,80,allow,10712,1
55697,14795,allow,10713,1
51559,443,allow,10714,1
52249,443,allow,10715,1
50728,443,allow,10716,1
37622,443,allow,10717,1
18749,53,allow,10718,1
18331,53,allow,10719,1
64996,27034,allow,10720,1
49362,443,allow,10721,1
44720,53,allow,10722,1
56557,443,allow,10723,1
40662,53,allow,10724,1
55223,1053,allow,10725,1
52422,443,allow,10726,1
52066,60118,allow,10727,2
36499,443,allow,10728,1
49527,53,allow,10729,5
11816,53,allow,10730,1
51971,53,allow,10731,1
49824,53,allow,10732,5
51912,443,allow,10733,1
58867,443,allow,10734,2
60575,80,allow,10735,1
64249,53,allow,10736,4
52068,39864,allow,10737,2
59282,443,allow,10738,1
37621,443,allow,10739,1
37600,443,allow,10740,1
65071,53,allow,10741,4
49819,53,allow,10742,1
59189,53,allow,10743,1
51944,53,allow,10744,1
60986,443,allow,10745,1
56759,443,allow,10746,1
37626,443,allow,10747,1
52854,53,allow,10748,1
52018,53,allow,10749,1
36661,53,allow,10750,2
42306,443,allow,10751,1
42308,443,allow,10752,1
6881,61404,allow,10753,1
55868,53,allow,10754,5
48020,443,allow,10755,1
64651,443,allow,10756,1
55319,443,allow,10757,1
57470,61467,allow,10758,1
37965,6881,allow,10759,4
65128,443,allow,10760,1
53126,443,allow,10761,3
49705,80,allow,10762,2
25295,53,allow,10763,1
53581,53,allow,10764,1
33053,53,allow,10765,1
56758,443,allow,10766,1
49562,53,allow,10767,2
51965,445,deny,10768,2
53640,25174,deny,10769,3
63561,445,deny,10770,1
31235,22114,deny,10771,3
51963,445,deny,10772,2
39110,50584,deny,10773,2
40481,22114,deny,10774,3
22439,25174,deny,10775,2
26235,37965,deny,10776,2
63557,445,deny,10777,2
63726,445,deny,10778,1
63556,445,deny,10779,1
51948,445,deny,10780,2
51946,445,deny,10781,2
51944,445,deny,10782,1
51945,445,deny,10783,2
63724,445,deny,10784,1
51479,25174,deny,10785,3
63551,445,deny,10786,1
42632,44847,deny,10787,3
63715,445,deny,10788,1
63713,445,deny,10789,1
63712,445,deny,10790,1
63719,445,deny,10791,2
63708,445,deny,10792,2
51706,25174,deny,10793,3
51938,445,deny,10794,1
51935,445,deny,10795,1
51932,445,deny,10796,1
51931,445,deny,10797,1
62489,23117,deny,10798,3
55508,64147,deny,10799,3
25207,48817,deny,10800,3
55570,44847,deny,10801,3
55012,25174,deny,10802,3
56676,37965,deny,10803,3
63538,445,deny,10804,1
51930,445,deny,10805,1
51928,445,deny,10806,1
51927,445,deny,10807,2
61643,22114,deny,10808,2
63702,445,deny,10809,2
51922,445,deny,10810,1
63535,445,deny,10811,1
54121,25174,deny,10812,3
1114,37965,deny,10813,6
11878,37807,deny,10814,3
63699,445,deny,10815,1
63695,445,deny,10816,1
54373,26467,deny,10817,3
63694,445,deny,10818,1
63531,445,deny,10819,1
63529,445,deny,10820,2
51918,445,deny,10821,2
63527,445,deny,10822,2
51904,445,deny,10823,1
60058,25174,deny,10824,3
63683,445,deny,10825,1
62097,57470,deny,10826,1
34914,26467,deny,10827,3
63520,445,deny,10828,2
63675,445,deny,10829,1
63518,445,deny,10830,2
51894,445,deny,10831,1
63517,445,deny,10832,2
63516,445,deny,10833,1
63515,445,deny,10834,2
63672,445,deny,10835,2
63509,445,deny,10836,1
63510,445,deny,10837,1
54578,26467,deny,10838,3
49752,50584,deny,10839,3
51490,30228,deny,10840,1
17947,36237,deny,10841,2
64036,23718,deny,10842,3
63595,51050,deny,10843,3
18683,26467,deny,10844,3
63497,445,deny,10845,2
63495,445,deny,10846,1
63494,445,deny,10847,2
22408,22114,deny,10848,3
63487,445,deny,10849,1
63486,445,deny,10850,1
38018,443,allow,10851,1
57578,80,allow,10852,1
27179,53,allow,10853,1
61572,53,allow,10854,1
1485,53,allow,10855,1
38857,443,allow,10856,1
51410,443,allow,10857,2
58946,443,allow,10858,1
50400,443,allow,10859,2
2527,53,allow,10860,1
21772,443,allow,10861,1
38860,443,allow,10862,1
57749,15000,allow,10863,1
35717,443,allow,10864,1
38862,443,allow,10865,1
38858,443,allow,10866,1
59812,443,allow,10867,1
58943,443,allow,10868,1
62044,443,allow,10869,1
57577,80,allow,10870,1
48150,443,allow,10871,1
29226,80,allow,10872,1
50868,443,allow,10873,1
54776,443,allow,10874,1
55698,45710,allow,10875,2
54774,443,allow,10876,1
40196,443,allow,10877,1
55216,443,allow,10878,1
54775,443,allow,10879,2
51762,443,allow,10880,1
55038,443,allow,10881,3
58994,443,allow,10882,3
49749,80,allow,10883,1
56705,53,allow,10884,2
55854,443,allow,10885,1
42378,443,allow,10886,1
58987,443,allow,10887,1
41882,443,allow,10888,1
64913,53,allow,10889,8
56285,53,allow,10890,2
49420,53,allow,10891,6
30960,45762,allow,10892,1
38049,53,allow,10893,1
65388,53,allow,10894,1
40549,443,allow,10895,2
4483,53,allow,10896,1
44274,53,allow,10897,1
60432,443,allow,10898,1
57978,5228,allow,10899,1
59360,53,allow,10900,1
49676,53,allow,10901,8
50280,53,allow,10902,2
54691,443,allow,10903,1
48817,1024,allow,10904,1
40204,40001,allow,10905,1
48817,32794,allow,10906,1
55167,48817,deny,10907,3
31609,26296,deny,10908,1
4019,50584,deny,10909,2
9836,22114,deny,10910,3
51887,445,deny,10911,3
51885,445,deny,10912,1
51882,445,deny,10913,2
63647,445,deny,10914,1
63642,445,deny,10915,1
63649,445,deny,10916,1
63641,445,deny,10917,1
6828,64322,deny,10918,3
51490,17500,deny,10919,1
63475,445,deny,10920,1
54021,25174,deny,10921,3
45169,14037,deny,10922,3
13294,64147,deny,10923,1
10949,22114,deny,10924,3
57369,1433,deny,10925,1
59209,25174,deny,10926,2
51490,57587,deny,10927,1
51880,445,deny,10928,2
51879,445,deny,10929,1
51877,445,deny,10930,2
51866,445,deny,10931,1
63471,445,deny,10932,1
51490,50432,deny,10933,1
49694,5900,deny,10934,1
63628,445,deny,10935,1
63627,445,deny,10936,1
63626,445,deny,10937,1
60885,443,allow,10938,2
50895,80,allow,10939,1
60849,80,allow,10940,1
53859,34334,allow,10941,1
56741,443,allow,10942,2
38861,443,allow,10943,1
9418,443,allow,10944,1
34495,80,allow,10945,1
60480,80,allow,10946,1
49193,443,allow,10947,2
56670,80,allow,10948,1
55695,28182,allow,10949,1
65129,443,allow,10950,1
57587,80,allow,10951,1
49704,80,allow,10952,2
9824,53,allow,10953,1
42101,443,allow,10954,1
48861,53,allow,10955,1
34105,443,allow,10956,1
38866,443,allow,10957,1
49214,443,allow,10958,2
50662,443,allow,10959,4
56604,443,allow,10960,3
52246,443,allow,10961,1
49222,443,allow,10962,1
60882,443,allow,10963,1
65209,53,allow,10964,5
49386,53,allow,10965,1
54199,443,allow,10966,2
58640,443,allow,10967,1
55228,443,allow,10968,1
58140,53,allow,10969,1
55699,21063,allow,10970,2
63201,53,allow,10971,1
57204,443,allow,10972,2
49925,53,allow,10973,1
56360,443,allow,10974,2
64528,53,allow,10975,1
55347,443,allow,10976,2
56510,443,allow,10977,1
50670,80,allow,10978,1
41916,443,allow,10979,1
32837,443,allow,10980,1
44641,80,allow,10981,1
24988,53,allow,10982,1
54197,443,allow,10983,2
50360,80,allow,10984,2
57604,443,allow,10985,1
57544,7000,allow,10986,1
38822,80,allow,10987,1
57592,80,allow,10988,1
52065,52021,allow,10989,2
43892,443,allow,10990,1
45077,443,allow,10991,2
57444,53,allow,10992,5
32578,443,allow,10993,1
50616,53,allow,10994,2
64773,53,allow,10995,1
33080,53,allow,10996,1
42318,53,allow,10997,1
65117,53,allow,10998,5
59753,27016,allow,10999,1
44757,53,allow,11000,1
49491,443,allow,11001,2
49666,53,allow,11002,2
57307,443,allow,11003,2
36411,443,allow,11004,1
41269,443,allow,11005,2
57591,80,allow,11006,1
49490,53,allow,11007,2
33546,53,allow,11008,1
50659,80,allow,11009,1
50358,80,allow,11010,2
46193,53,allow,11011,1
43539,53,allow,11012,1
38700,53,allow,11013,1
64173,53,allow,11014,1
64986,27049,allow,11015,1
47400,80,allow,11016,2
48817,13259,allow,11017,1
50654,123,allow,11018,1
57044,53,allow,11019,6
50265,15402,allow,11020,1
49160,16767,allow,11021,1
50265,57799,allow,11022,1
55063,5223,allow,11023,1
37965,63666,allow,11024,1
49453,53,allow,11025,2
34179,80,allow,11026,1
55877,56299,allow,11027,1
53863,8999,allow,11028,2
64012,40642,allow,11029,2
55185,443,allow,11030,1
51414,443,allow,11031,2
58949,443,allow,11032,1
53722,443,allow,11033,4
52064,43273,allow,11034,2
51412,443,allow,11035,2
50379,80,allow,11036,1
65323,27047,allow,11037,1
37336,443,allow,11038,1
64123,443,allow,11039,1
65451,53,allow,11040,8
8949,53,allow,11041,1
57306,53,allow,11042,5
63462,445,deny,11043,1
63459,445,deny,11044,2
63460,445,deny,11045,1
63458,445,deny,11046,1
58120,25174,deny,11047,3
50609,2323,deny,11048,1
1500,10387,deny,11049,1
63455,445,deny,11050,3
51863,445,deny,11051,1
51861,445,deny,11052,2
51858,445,deny,11053,2
51852,445,deny,11054,2
1024,63737,deny,11055,1
29045,41864,deny,11056,1
19747,37965,deny,11057,6
63385,25174,deny,11058,3
2837,25174,deny,11059,3
63449,445,deny,11060,1
50549,43890,deny,11061,3
1827,64147,deny,11062,3
2991,23,deny,11063,1
38586,3855,deny,11064,1
51845,445,deny,11065,1
33328,25174,deny,11066,3
51843,445,deny,11067,1
51841,445,deny,11068,1
63441,445,deny,11069,1
63438,445,deny,11070,2
50857,26467,deny,11071,3
22677,25174,deny,11072,3
50563,37965,deny,11073,3
63435,445,deny,11074,1
7423,22114,deny,11075,3
63433,445,deny,11076,2
10128,23718,deny,11077,1
51837,445,deny,11078,1
51836,445,deny,11079,1
47089,22114,deny,11080,1
63888,25174,deny,11081,3
63429,445,deny,11082,1
51602,22114,deny,11083,3
59599,62413,deny,11084,2
4788,53,allow,11085,1
63598,445,deny,11086,1
63428,445,deny,11087,1
56590,25174,deny,11088,3
49333,25174,deny,11089,2
64922,26296,deny,11090,1
51815,445,deny,11091,2
51825,445,deny,11092,1
51823,445,deny,11093,1
51822,445,deny,11094,2
48605,50584,deny,11095,1
63423,445,deny,11096,2
63596,445,deny,11097,1
42034,28189,deny,11098,7
25296,51505,deny,11099,3
27300,6881,deny,11100,3
63586,445,deny,11101,1
63585,445,deny,11102,1
63579,445,deny,11103,1
63581,445,deny,11104,2
5222,32859,deny,11105,2
51811,445,deny,11106,2
51806,445,deny,11107,2
51805,445,deny,11108,1
51803,445,deny,11109,1
443,2629,deny,11110,2
63410,445,deny,11111,1
65289,25174,deny,11112,1
26301,22114,deny,11113,3
21064,25174,deny,11114,3
56800,23,deny,11115,1
1264,26296,deny,11116,1
1356,57470,deny,11117,2
63407,445,deny,11118,2
35011,37965,deny,11119,3
51800,445,deny,11120,1
51799,445,deny,11121,1
51798,445,deny,11122,1
63573,445,deny,11123,2
51794,445,deny,11124,1
53495,37807,deny,11125,3
63568,445,deny,11126,1
63566,445,deny,11127,1
56621,50584,deny,11128,2
63564,445,deny,11129,1
56629,25174,deny,11130,3
64162,22114,deny,11131,1
63403,445,deny,11132,1
63401,445,deny,11133,1
48125,7548,deny,11134,3
63399,445,deny,11135,2
12545,43890,deny,11136,1
51789,445,deny,11137,1
51783,445,deny,11138,2
51777,445,deny,11139,1
63553,445,deny,11140,1
63392,445,deny,11141,1
63390,445,deny,11142,3
48019,22114,deny,11143,3
10273,21247,deny,11144,3
27144,25174,deny,11145,3
53822,25174,deny,11146,3
63546,445,deny,11147,1
58228,53733,deny,11148,3
51767,445,deny,11149,1
63389,445,deny,11150,2
34396,443,allow,11151,1
64803,80,allow,11152,1
9413,443,allow,11153,1
44205,443,allow,11154,1
60470,51413,allow,11155,1
51960,443,allow,11156,2
51618,15000,allow,11157,1
34704,443,allow,11158,1
10036,80,allow,11159,1
58910,443,allow,11160,1
48275,15000,allow,11161,1
55563,443,allow,11162,1
40204,40039,allow,11163,1
54950,443,allow,11164,1
53891,1056,allow,11165,1
45122,15000,allow,11166,1
49994,443,allow,11167,2
53838,15000,allow,11168,1
9414,443,allow,11169,1
62693,443,allow,11170,1
52245,443,allow,11171,2
57965,443,allow,11172,1
59084,443,allow,11173,1
50387,443,allow,11174,2
64802,80,allow,11175,1
41278,443,allow,11176,1
50354,80,allow,11177,1
54516,53,allow,11178,1
51408,443,allow,11179,2
49450,443,allow,11180,4
42023,443,allow,11181,1
47091,15000,allow,11182,1
47168,15000,allow,11183,1
57912,443,allow,11184,2
50604,80,allow,11185,2
51959,443,allow,11186,2
58939,443,allow,11187,1
32866,443,allow,11188,1
49721,80,allow,11189,1
6960,53,allow,11190,1
49696,443,allow,11191,2
52138,443,allow,11192,1
53861,53065,allow,11193,2
52058,8329,allow,11194,2
58936,443,allow,11195,2
56553,53,allow,11196,5
56879,53,allow,11197,2
65528,53,allow,11198,5
56181,53,allow,11199,2
49485,53,allow,11200,1
56728,53,allow,11201,5
54692,443,allow,11202,1
55036,53,allow,11203,3
50038,53,allow,11204,7
52707,443,allow,11205,1
55214,53,allow,11206,1
57246,53,allow,11207,5
39717,5228,allow,11208,1
64931,53,allow,11209,2
57109,53,allow,11210,3
50645,53,allow,11211,3
50550,5228,allow,11212,1
63388,445,deny,11213,2
63387,445,deny,11214,2
63384,445,deny,11215,2
63385,445,deny,11216,2
63543,445,deny,11217,1
47357,50584,deny,11218,3
63369,445,deny,11219,2
63368,445,deny,11220,2
44993,53,allow,11221,1
57136,53,allow,11222,6
36191,443,allow,11223,1
60475,443,allow,11224,2
60721,22114,deny,11225,3
63362,445,deny,11226,1
63536,445,deny,11227,1
63359,445,deny,11228,1
63358,445,deny,11229,2
50126,23117,deny,11230,2
62796,37807,deny,11231,3
48230,57866,deny,11232,3
51759,445,deny,11233,2
51754,445,deny,11234,2
51755,445,deny,11235,3
63347,445,deny,11236,1
50446,26467,deny,11237,1
63513,445,deny,11238,2
63514,445,deny,11239,1
63519,445,deny,11240,1
63512,445,deny,11241,1
58509,21247,deny,11242,3
10914,35974,deny,11243,4
63342,445,deny,11244,1
51752,445,deny,11245,2
